Geneid	Control_1	Control_2	Treated_1	Treated_2
NM_001272382.1	0	0	1	1
NM_206639.3	0	0	11	9
NM_078516.3	2	2	30	47
NR_123833.1	0	0	4	2
NM_132173.3	10	44	154	168
NM_132174.3	8	28	114	112
NM_132175.3	26	26	197	208
NM_001258639.2	5	2	60	48
NM_001272384.1	7	0	26	44
NM_001298057.1	0	0	2	0
NM_001382032.1	0	0	2	7
NM_001298058.1	0	0	0	2
NM_132187.3	0	2	12	4
NM_001298063.1	0	0	0	2
NM_167136.2	0	0	0	1
NM_078519.3	24	28	250	284
NM_001258644.2	0	0	4	4
NM_132192.3	36	76	502	421
NM_001298064.1	5	10	87	91
NM_132195.3	38	86	390	412
NM_132196.3	45	43	274	307
NM_132197.3	1	0	4	5
NM_167137.2	0	3	13	17
NM_080427.4	0	0	1	1
NM_206643.2	12	22	177	174
NM_132199.4	12	20	144	131
NR_123834.1	0	0	8	2
NM_167143.3	0	0	1	1
NM_132205.3	2	0	42	36
NM_001272392.2	6	13	42	64
NM_001272393.2	0	0	3	0
NM_206646.4	0	0	0	1
NM_167144.4	0	0	2	3
NM_001298068.1	0	4	29	34
NM_001298070.1	0	3	17	23
NM_132206.3	70	86	510	531
NM_132207.3	0	0	0	2
NM_132208.2	0	0	2	7
NM_132209.2	0	0	2	0
NM_167145.2	41	33	330	287
NM_132211.2	0	0	3	1
NM_001298072.1	0	0	27	29
NM_132212.3	0	0	2	0
NM_132213.2	8	8	117	103
NM_132216.4	52	46	366	314
NM_132217.4	6	16	47	52
NM_132218.3	0	0	4	0
NM_001298077.1	59	95	496	484
NM_001298078.1	0	0	4	2
NM_132220.4	26	74	302	350
NM_132221.4	8	6	46	36
NM_132224.3	2	4	4	4
NM_132225.2	0	0	38	37
NM_078525.4	14	30	162	159
NM_078526.1	0	0	2	3
NM_001298080.1	0	7	9	5
NM_001201630.2	2	2	18	9
NM_001201629.2	0	0	0	1
NM_206652.2	0	1	3	8
NM_132237.3	18	16	130	162
NM_001298083.1	0	0	6	1
NM_078527.3	13	24	152	108
NM_167149.2	1	1	3	1
NM_167150.2	0	0	0	3
NM_001382047.1	2	1	2	0
NM_167152.2	1	0	0	0
NM_078528.3	4	8	13	10
NM_001258649.2	0	0	5	3
NM_132241.2	12	23	23	35
NM_001298086.1	0	0	13	14
NM_001298087.1	9	10	25	29
NM_132247.4	28	58	240	258
NM_001258651.2	0	2	4	4
NM_001258650.2	10	14	85	54
NM_167155.3	2	0	0	0
NM_001298088.1	4	1	6	2
NM_001298089.1	38	27	44	39
NM_132250.4	16	14	94	88
NM_001298090.1	0	0	0	4
NM_132252.5	9	18	61	76
NM_167157.2	69	82	45	53
NM_132253.2	0	0	16	6
NM_001103440.2	0	0	1	0
NM_001103442.2	3	1	0	2
NM_176712.3	2	1	2	3
NM_132259.3	0	0	0	6
NM_132260.3	28	40	230	236
NM_206658.4	0	0	1	0
NM_206660.2	0	0	1	0
NM_132264.3	0	0	2	0
NM_001382017.1	1	0	2	1
NM_001272414.1	1	0	1	0
NM_001272415.1	7	2	12	17
NM_001169239.2	11	11	80	67
NM_132267.5	30	38	136	154
NM_001272419.2	5	0	10	13
NM_001298094.1	0	0	1	1
NM_167166.4	0	0	0	1
NM_001298095.2	0	0	1	1
NM_132271.5	10	24	46	34
NM_080342.4	26	68	1086	1089
NM_001272426.1	1	0	1	1
NM_001272424.2	0	0	2	0
NM_132274.3	31	29	375	432
NM_132276.3	10	18	118	104
NM_001258653.1	0	0	4	0
NM_001272431.1	0	0	5	3
NM_206668.3	3	0	11	5
NM_167170.2	0	0	2	3
NM_167169.2	0	1	1	0
NM_001258655.1	0	0	1	0
NM_206669.2	0	2	8	9
NM_001272433.1	2	4	4	14
NM_001298097.1	0	0	4	9
NM_167171.2	0	0	0	1
NM_001272436.1	0	0	0	1
NM_001382089.1	2	2	0	1
NM_001272438.1	5	20	208	188
NM_176714.3	2	0	17	6
NM_001298103.1	0	0	1	2
NM_001298104.1	0	0	0	1
NM_132292.4	14	6	84	110
NM_132293.3	0	0	1	0
NM_001258657.2	0	2	0	8
NM_167174.4	10	12	36	36
NM_167175.3	0	0	2	8
NM_132295.2	0	0	0	4
NM_132296.3	234	262	2912	2745
NM_001272441.2	1	0	8	8
NM_132298.5	12	6	98	98
NM_001272442.1	0	0	1	0
NM_001272443.2	0	2	1	8
NR_123842.1	0	0	0	4
NM_132301.4	14	24	206	178
NM_078539.3	2	6	33	38
NM_132302.4	42	64	530	545
NM_001272445.2	147	192	1154	1015
NM_167180.4	2	0	6	4
NM_176719.1	0	0	1	6
NM_078541.4	138	196	452	474
NM_132304.3	12	20	180	134
NM_001298109.1	0	0	2	0
NM_132305.2	2	2	8	6
NM_132307.4	8	18	72	54
NM_132308.2	2	6	24	41
NM_167182.2	8	12	106	94
NM_001298111.1	0	1	0	0
NM_132315.1	0	0	0	1
NM_132316.2	0	0	0	2
NM_078542.6	0	0	0	2
NM_132317.2	70	78	434	421
NM_132320.3	0	0	0	1
NM_080056.6	16	15	70	111
NM_079905.3	0	0	1	0
NM_078543.4	5	5	26	24
NM_176721.2	6	2	40	45
NM_001298118.1	2	1	25	22
NM_001298116.1	0	0	1	2
NM_001298119.1	0	2	9	9
NM_132327.2	2	0	1	1
NM_078544.3	0	0	1	1
NM_144348.3	20	38	237	240
NM_001272452.1	0	0	0	1
NM_001298122.1	0	0	1	0
NM_001258663.3	1	0	9	15
NM_001103453.3	0	2	6	4
NM_132334.4	17	16	102	95
NM_167192.2	2	0	4	3
NM_001298129.1	107	110	448	367
NM_132339.3	0	1	2	0
NM_001298130.1	5	15	74	66
NM_132341.3	6	2	32	28
NM_001042800.3	54	62	396	393
NM_001144710.3	0	0	2	10
NR_123844.1	0	0	1	0
NM_001272455.2	90	84	388	369
NM_132343.4	42	60	182	264
NM_132344.4	20	34	260	248
NM_001201643.2	7	4	12	15
NM_001272456.1	0	0	2	3
NM_001201644.3	0	0	0	1
NM_167198.2	2	0	8	3
NM_132348.3	0	0	5	0
NM_001201647.2	3	2	11	10
NM_079903.4	0	0	0	1
NM_078545.3	0	0	4	0
NM_132351.3	0	2	0	6
NM_167202.4	0	10	12	4
NM_001272460.1	0	0	1	0
NM_167203.2	1	0	1	1
NM_001298134.1	0	0	0	1
NM_132356.3	66	134	188	194
NM_132358.3	2	0	6	16
NM_132359.2	4	6	20	21
NM_167206.2	12	5	11	5
NM_001103459.2	0	0	0	3
NM_001103458.2	0	0	4	3
NM_001298139.1	1	1	4	7
NM_167207.3	0	0	1	0
NR_003732.1	0	0	1	0
NM_132365.3	0	1	0	0
NM_001258666.2	0	4	0	0
NM_001298140.1	0	0	13	11
NM_167212.2	0	0	11	3
NM_001014730.2	0	0	14	12
NR_123849.2	4	19	91	89
NM_001258674.2	0	0	3	0
NM_001258679.2	3	4	17	21
NM_001298143.1	0	0	0	1
NM_132376.2	17	10	50	55
NR_123853.1	0	0	1	0
NM_132380.2	0	2	8	10
NM_001272467.1	1	0	0	0
NM_001272466.1	7	0	7	8
NR_073645.1	1	1	0	0
NM_001298145.1	4	4	2	8
NR_123855.1	4	1	0	0
NM_144289.4	2	0	0	0
NR_123856.1	1	1	1	0
NM_001298151.1	2	0	1	2
NM_001258681.2	0	0	0	2
NM_144290.2	30	79	388	360
NM_167224.3	0	4	17	8
NM_001272473.2	0	0	1	2
NM_206672.3	1	0	5	1
NM_132388.4	23	37	51	43
NM_078551.4	51	110	136	152
NM_132394.4	6	10	44	60
NM_132395.2	0	0	0	5
NM_167228.2	2	0	3	9
NM_001272478.1	15	28	185	206
NM_132399.3	0	0	2	0
NM_001272479.1	0	0	1	1
NM_001272480.1	5	5	33	32
NM_132403.5	0	0	5	1
NM_167231.5	9	27	73	79
NM_080344.3	0	0	1	0
NM_001272492.1	0	0	17	9
NM_132409.3	4	16	126	134
NM_132410.3	3	10	22	21
NM_001272494.1	0	0	4	3
NM_001272497.2	0	0	2	2
NM_167243.3	0	1	5	1
NM_001272501.1	0	0	14	15
NM_001298159.1	0	3	31	20
NM_001298158.1	0	2	10	10
NM_167245.3	171	329	1379	1310
NM_001272502.1	0	0	1	0
NM_001298160.1	0	1	2	1
NM_167247.2	0	0	2	0
NM_167253.3	13	32	321	302
NM_167250.3	0	1	0	2
NM_079921.3	27	50	270	260
NM_144208.3	6	2	32	26
NM_132426.3	71	143	348	386
NM_167256.2	12	20	16	6
NM_132428.3	14	18	85	58
NM_132429.4	32	42	190	232
NM_132430.3	6	8	80	77
NM_001298163.1	0	0	2	0
NM_001382048.1	0	0	1	0
NM_001272504.1	12	16	143	130
NM_132434.4	109	188	760	866
NM_001298169.1	3	3	17	21
NM_132435.2	0	0	1	0
NM_001103478.2	2	0	4	0
NM_132440.2	0	0	0	1
NM_001298174.1	0	0	5	3
NM_132445.3	0	0	0	7
NM_167262.3	0	1	0	0
NM_132449.2	0	0	2	0
NM_132450.2	0	0	2	0
NM_001298176.1	0	0	2	1
NM_078559.3	452	454	1195	1214
NR_123866.1	0	2	0	0
NR_123867.1	0	4	2	3
NM_132455.3	11	62	477	449
NM_078560.3	2	2	46	31
NM_132457.2	78	66	701	712
NM_001298179.1	0	0	0	1
NM_080148.3	126	184	956	890
NM_167268.2	0	0	1	0
NM_167267.2	0	0	2	1
NM_001298180.1	0	1	0	0
NM_001298181.1	2	0	3	4
NM_001258689.1	0	0	0	1
NM_132463.3	14	10	29	40
NM_001272512.1	1	0	0	4
NM_001272514.2	1	0	3	2
NM_001298185.1	0	0	1	1
NM_167275.2	0	0	14	14
NM_167276.2	0	0	1	2
NM_132467.3	0	2	123	130
NM_001103479.1	1	4	4	12
NM_078562.3	20	36	122	162
NM_132476.3	40	63	1331	1408
NM_001103484.3	10	17	98	76
NM_132479.3	0	0	2	1
NM_132480.2	0	0	4	0
NM_132481.3	6	3	32	32
NM_132482.3	35	58	80	90
NM_001298189.1	0	0	1	0
NM_078563.3	28	40	205	222
NM_132484.4	16	20	197	179
NM_078564.3	64	80	604	639
NM_001169249.3	1	0	6	5
NM_167285.4	20	19	36	48
NM_167286.2	3	2	14	11
NM_132489.2	0	0	4	1
NM_132490.3	9	20	132	95
NM_132492.3	0	0	6	2
NM_167287.2	0	1	0	0
NM_132494.3	62	104	232	223
NM_001298196.1	0	0	2	1
NM_206687.2	0	0	2	0
NM_001298197.1	2	0	3	1
NM_001298198.1	0	0	0	1
NM_132499.3	0	0	4	3
NM_078569.3	222	366	1789	1771
NM_132501.3	0	0	2	0
NM_132502.2	0	2	0	0
NM_132503.3	15	24	170	192
NM_080107.3	8	16	28	55
NR_002104.2	0	2	8	7
NM_078570.3	1	0	1	0
NM_206689.2	0	0	7	2
NM_080345.3	2	5	8	11
NM_132506.2	2	0	0	4
NM_132507.2	1	2	3	4
NM_001298202.1	2	0	0	2
NM_001298203.1	13	9	78	103
NM_001272527.2	0	0	10	4
NM_167297.3	0	1	0	2
NM_167296.3	0	3	2	2
NM_001298206.1	1	0	6	5
NM_132512.4	38	48	413	372
NM_001298207.1	0	0	0	1
NM_001103488.2	0	0	1	0
NM_132519.2	2	6	0	2
NM_132518.3	18	30	43	30
NM_001298208.1	2	0	6	3
NM_001298209.1	0	0	0	2
NM_001298210.1	0	1	0	1
NM_167307.2	5	5	3	8
NM_167308.2	1	0	4	0
NM_078577.3	37	7	240	236
NM_001298212.1	20	7	112	142
NM_001298211.1	0	4	2	5
NM_001258702.1	24	40	304	216
NM_132525.2	0	0	28	25
NM_132526.4	2	1	2	0
NM_167310.2	0	0	1	0
NM_132527.2	1	0	4	4
NM_001272537.2	6	10	47	52
NM_132529.4	20	42	258	287
NM_132531.2	8	18	121	102
NM_132532.4	0	0	1	0
NM_001272539.2	4	0	44	18
NM_001272543.1	0	0	10	18
NM_132535.3	64	106	658	655
NM_132539.3	4	15	56	45
NM_001258705.2	6	2	9	0
NM_167313.3	1	0	0	0
NR_002106.1	0	0	0	1
NR_123877.1	0	0	0	1
NM_001272546.1	10	1	280	275
NM_001169256.1	1	4	23	28
NM_001014733.5	0	0	1	0
NM_001316623.1	0	0	0	2
NM_132544.2	0	2	0	0
NM_078581.3	4	0	8	12
NM_132545.3	0	1	2	0
NM_167314.2	5	2	19	27
NM_132547.3	12	21	182	211
NM_167315.2	1	1	3	5
NM_132549.3	87	123	713	779
NM_132550.3	16	12	158	168
NM_132551.3	35	30	182	172
NM_132552.3	0	4	2	0
NM_167318.1	14	16	14	12
NM_001298221.1	0	0	16	10
NM_132556.3	0	0	0	2
NR_002108.1	0	0	0	3
NM_132560.3	0	0	4	2
NM_132570.2	0	0	0	1
NM_132571.2	0	0	0	4
NM_001298224.1	0	0	1	0
NM_132573.3	20	37	159	185
NM_001298225.1	0	0	1	0
NM_132575.3	106	388	100	101
NM_078583.3	8	28	2	12
NM_132576.2	0	0	0	2
NM_132577.2	2	2	8	10
NM_001272555.2	0	0	1	4
NM_132582.3	28	72	254	302
NM_001103493.4	0	0	3	3
NM_132585.4	12	8	34	34
NM_132586.2	0	0	2	1
NR_123882.1	0	1	0	0
NR_123884.1	0	1	0	0
NM_132590.3	14	8	42	34
NM_167329.3	0	0	0	2
NM_078585.6	32	36	205	219
NM_167332.3	2	1	3	3
NM_167331.4	3	2	10	14
NM_001272561.2	25	28	361	370
NR_002692.1	2	2	24	8
NM_132595.3	0	0	2	0
NR_123886.1	0	0	3	9
NM_001298237.1	0	1	1	4
NM_132596.2	0	0	2	1
NM_167336.4	2	3	30	14
NM_001272563.1	0	0	0	2
NR_123887.1	0	0	6	2
NM_001298238.1	1	0	0	2
NM_167341.2	0	0	5	2
NM_132608.4	72	114	221	237
NM_167342.2	0	1	1	1
NM_132609.4	0	0	8	4
NM_132610.4	0	0	11	10
NM_132612.2	22	24	129	170
NM_001298242.1	3	1	14	7
NR_123888.1	3	3	8	5
NM_132615.3	0	0	0	2
NM_132622.4	0	0	0	1
NM_001272572.2	0	0	1	5
NM_057814.4	44	72	364	318
NM_001298254.1	1	0	3	1
NM_167348.2	76	113	372	449
NM_001298260.1	0	3	8	9
NM_167349.2	4	8	10	12
NM_132633.4	44	40	149	163
NM_078588.4	70	96	420	420
NM_001298262.1	0	0	0	1
NM_167351.3	2	12	0	0
NM_167352.3	10	6	9	8
NM_132636.4	0	0	1	0
NM_001103497.2	0	0	1	4
NM_001298266.1	0	0	6	0
NM_001272573.2	0	2	3	5
NM_167355.2	0	0	2	0
NM_080138.4	0	0	2	0
NM_001272578.2	0	0	10	7
NM_167356.3	1	0	20	28
NM_132642.3	20	10	129	168
NM_001298269.1	0	0	6	4
NM_001298270.1	0	0	0	5
NM_001298272.1	0	0	2	2
NR_123891.1	1	1	4	11
NR_123892.1	0	2	6	2
NM_001103499.2	0	0	0	1
NM_167358.2	0	1	2	2
NM_001298274.1	0	0	0	1
NM_001298273.1	0	0	0	1
NM_001298275.1	0	0	0	1
NR_133522.1	0	2	6	0
NM_079970.6	17	27	74	75
NM_167364.2	0	0	2	1
NM_167365.1	0	2	2	2
NM_001298277.1	0	0	1	0
NM_001298278.1	14	11	70	113
NM_001201656.2	23	14	71	73
NM_001038752.2	0	0	1	0
NM_132655.3	0	0	1	0
NM_001298280.1	6	16	49	52
NR_123896.1	2	6	21	19
NR_123897.1	2	2	1	2
NM_132656.2	421	384	4661	4743
NM_132657.2	0	2	10	20
NM_132658.2	72	188	2900	2799
NM_001169268.2	1	0	5	3
NM_132660.4	0	1	12	15
NM_132666.3	4	17	4	2
NM_001298283.1	0	0	4	0
NM_132667.2	2	0	0	0
NM_132668.2	88	46	0	10
NM_001272591.1	8	9	37	55
NM_001258724.2	85	203	55	59
NM_167376.2	0	0	2	2
NM_001298285.1	0	0	2	0
NM_001298284.1	1	1	3	1
NM_167377.2	0	0	3	1
NM_132674.3	0	2	54	42
NM_132675.3	0	2	63	50
NM_001298289.1	0	0	2	1
NM_001169276.3	6	6	113	97
NM_001169274.2	4	13	185	200
NM_132679.3	10	22	104	120
NM_132683.2	0	0	7	11
NM_132684.3	2	6	72	46
NM_132685.2	2	2	7	0
NM_001103505.3	0	1	5	5
NM_176726.2	65	20	120	113
NM_132687.2	56	68	220	222
NM_080170.4	16	20	74	78
NM_080180.4	12	16	199	207
NM_132688.4	1	0	0	2
NM_001272602.1	1	2	3	3
NR_073655.1	0	0	0	1
NM_167381.3	0	0	2	8
NM_132691.4	8	14	136	130
NM_001169277.2	3	8	78	90
NM_001272605.2	1	0	2	7
NM_078594.3	0	0	0	1
NM_001272607.2	0	0	7	9
NM_001038753.2	4	18	44	60
NM_176728.3	11	22	43	73
NM_132696.2	2	2	2	0
NM_132699.3	8	10	74	83
NM_132700.4	17	23	83	82
NM_132701.4	28	52	360	404
NM_001298303.1	3	0	10	10
NM_001258730.2	8	13	51	49
NM_132703.3	0	0	0	2
NM_001258734.2	0	0	0	1
NM_001272611.2	0	0	2	1
NM_132711.2	6	12	0	1
NM_132713.3	0	0	1	0
NM_167394.3	142	302	12	8
NM_001038754.2	4	0	4	2
NM_132717.2	20	29	90	82
NM_132719.3	29	61	213	197
NM_001272614.1	0	2	41	51
NM_078597.3	27	28	122	152
NM_206711.3	23	31	174	141
NM_206712.2	2	2	34	24
NM_132723.3	46	24	173	184
NM_132724.3	78	100	376	420
NM_132726.3	0	0	2	0
NM_001103511.3	0	0	2	0
NM_132729.2	0	0	0	4
NM_132734.3	0	0	2	2
NM_001298311.1	0	1	0	0
NM_176729.3	0	0	0	3
NM_078598.2	6	12	79	59
NM_132737.2	0	2	18	22
NM_001169284.2	2	3	18	12
NM_001298318.1	1	2	8	10
NM_001144725.3	0	1	2	1
NM_132745.2	0	0	6	20
NM_132746.3	29	60	132	157
NM_167414.3	0	0	28	26
NM_001272624.2	0	0	1	2
NM_001272626.2	0	0	3	4
NM_132748.3	32	41	7	8
NM_139271.3	0	0	2	0
NM_132749.2	4	10	0	2
NM_132753.3	2	0	4	0
NM_001298324.1	1	1	0	0
NM_132756.2	10	0	0	1
NM_132757.2	0	0	2	0
NM_132758.2	8	2	4	3
NM_132759.2	2	2	7	6
NM_167419.2	0	2	9	11
NR_123907.1	0	0	0	2
NM_001298329.1	0	2	4	0
NM_132762.4	8	10	33	17
NM_206715.2	6	8	14	10
NM_001298331.1	0	0	0	1
NM_001298330.1	1	2	2	4
NM_167427.2	8	9	46	53
NM_132767.3	0	0	7	10
NR_123908.1	0	0	8	11
NM_176730.2	0	0	2	4
NR_123910.1	0	1	0	0
NM_001298335.1	1	2	1	1
NM_132770.2	20	42	139	137
NM_132771.3	12	8	102	119
NM_132772.4	16	46	80	100
NM_001038756.2	54	84	30	42
NM_132777.3	9	9	48	87
NR_123914.1	4	0	3	2
NM_078605.3	3	3	22	27
NR_123915.1	0	0	0	1
NM_001258750.2	4	5	30	16
NM_001298338.1	0	0	0	1
NM_132788.4	8	6	110	93
NM_132790.3	0	0	10	12
NM_132791.4	34	8	133	138
NM_132792.3	28	60	205	236
NM_001258755.2	0	2	1	3
NM_167442.2	0	0	0	2
NM_001298339.1	1	2	19	8
NM_132796.3	16	30	154	198
NM_132797.3	30	38	254	250
NM_132798.3	1	0	2	0
NM_132801.2	0	0	0	1
NM_132802.4	11	18	211	217
NM_132803.2	0	3	27	38
NM_132804.2	2	0	22	25
NM_167448.2	2	2	79	91
NM_167447.3	1	12	51	60
NR_123918.1	0	0	2	0
NM_176735.3	0	0	8	0
NR_047809.1	0	0	0	1
NM_001272646.2	2	4	20	12
NM_176736.2	4	1	1	4
NM_176737.3	0	0	0	1
NM_001298349.1	1	0	3	7
NM_132816.4	54	46	221	214
NM_132817.2	14	16	124	120
NM_001298350.1	1	2	5	1
NM_206717.3	8	3	20	21
NM_132819.3	0	0	5	0
NM_001272649.2	28	53	229	201
NM_001272647.2	7	10	44	40
NR_123921.1	0	2	8	1
NM_132823.2	2	0	3	4
NM_001298352.1	0	0	3	2
NM_132824.4	0	0	2	4
NR_133525.1	0	0	1	1
NR_123925.1	0	0	0	1
NM_001298353.1	0	0	8	6
NM_001258765.2	0	0	1	1
NM_167456.3	0	0	0	2
NM_001298354.1	1	1	4	2
NM_132832.3	2	8	72	48
NM_132833.3	0	2	7	3
NM_078610.3	30	48	202	205
NM_132835.3	11	24	62	84
NM_001298365.1	3	6	11	20
NM_132837.3	32	32	257	240
NM_132838.3	138	144	1590	1644
NM_001298366.1	0	0	1	0
NM_206722.2	0	0	1	1
NM_078611.4	14	28	118	140
NM_001103517.3	12	20	160	196
NM_132844.3	0	0	0	2
NM_176738.2	2	4	68	86
NM_176739.3	0	0	10	14
NM_001272651.2	0	0	0	2
NM_132847.2	0	0	8	7
NM_167461.2	1	1	4	7
NM_001298368.1	1	0	3	3
NM_206724.2	0	0	3	0
NM_167462.3	0	2	7	5
NM_132848.4	0	0	1	0
NM_167464.4	0	1	2	6
NM_001298369.1	0	1	5	2
NM_001103519.3	0	0	2	1
NM_001272652.1	6	6	42	41
NM_206727.3	0	0	2	0
NM_167466.2	0	0	3	0
NM_206728.2	0	0	1	0
NM_001298371.1	0	0	2	1
NM_132853.3	60	86	480	440
NM_001298374.1	2	0	4	7
NM_001298373.1	2	1	1	2
NM_167468.3	6	13	2	2
NM_206730.3	0	0	1	0
NM_132856.2	9	4	58	64
NM_206739.2	1	0	0	1
NM_001316638.2	0	0	1	0
NM_080714.4	0	3	0	2
NM_206740.3	0	0	0	1
NM_001272656.2	1	4	34	15
NM_132860.4	16	32	78	78
NM_001042814.2	0	0	1	0
NM_001272660.2	3	0	4	5
NM_001272659.2	1	0	0	0
NM_167473.2	1	1	7	5
NM_206746.2	2	0	1	5
NR_123928.1	1	0	2	2
NM_001201666.2	0	0	7	8
NM_001201668.2	0	1	0	2
NM_001201667.2	0	0	1	3
NM_206747.3	5	8	11	17
NM_001298380.1	1	0	6	6
NM_132863.4	2	2	18	28
NM_132868.5	10	38	186	176
NM_001298384.1	8	13	32	25
NM_206754.2	1	0	4	5
NM_078636.5	12	14	69	46
NM_132871.3	23	32	396	450
NM_001298385.1	0	5	7	6
NM_132872.2	0	0	4	2
NM_132874.2	1	4	5	2
NM_001298387.1	2	0	1	4
NM_001169300.3	0	4	20	10
NM_132880.3	0	2	0	0
NM_132881.3	10	17	43	27
NM_001298389.1	0	0	1	0
NM_080353.5	462	410	1906	1932
NM_167492.4	1	1	3	0
NM_167496.3	0	1	1	2
NM_132883.4	2	3	9	9
NR_123930.1	2	1	6	3
NM_001272675.1	0	0	0	2
NM_132888.2	6	14	102	114
NM_078642.4	1458	1943	2496	2611
NM_132889.3	2	1	20	24
NM_001272678.1	0	0	5	6
NM_132890.3	40	54	220	309
NM_001272680.2	2	0	1	0
NM_167502.3	0	0	1	6
NM_206762.3	0	0	2	0
NM_001144731.3	0	0	1	0
NM_057378.3	48	42	342	306
NM_001258779.1	0	0	2	0
NM_001298394.1	0	0	0	1
NM_001014747.2	4	7	12	6
NM_001298395.1	7	12	27	37
NM_206763.2	2	2	4	16
NM_167507.3	0	0	1	2
NM_132895.3	2	5	18	10
NM_078645.3	20	2	74	116
NM_001272689.1	0	0	3	2
NM_167519.2	0	0	0	1
NM_001144732.2	0	6	7	19
NM_001298398.2	10	21	89	85
NM_132901.3	0	0	2	0
NM_001298400.1	1	5	12	9
NM_001038759.2	5	14	24	14
NM_001298402.1	0	0	1	1
NM_132903.3	0	0	0	2
NM_132904.2	2	2	0	6
NM_001272691.2	0	0	6	10
NM_001103531.2	5	18	70	83
NM_001258786.3	5	0	12	13
NM_001258788.2	0	2	5	2
NM_001272693.2	0	0	2	0
NM_167523.3	4	5	30	36
NM_132906.3	6	16	46	44
NM_078650.3	49	49	286	328
NM_132907.3	0	3	11	6
NM_001103532.3	1	3	7	12
NM_001144734.2	0	1	1	1
NR_047825.1	1	0	0	0
NM_078651.4	34	41	304	257
NR_163213.1	0	0	4	2
NM_132909.3	953	1231	776	675
NM_001298407.1	1	0	0	1
NM_001298408.1	0	0	5	5
NM_132910.3	0	4	23	17
NR_167817.1	0	0	4	2
NM_167527.3	0	3	25	28
NM_001298409.1	6	0	7	6
NM_001298412.1	0	0	1	1
NM_132914.4	24	24	169	206
NM_078653.2	1	0	6	16
NM_001298414.1	0	0	1	0
NM_132915.2	0	0	2	2
NM_001272696.1	0	0	1	1
NM_132917.2	0	0	16	12
NM_132918.2	2	1	17	17
NM_057429.3	32	72	519	539
NM_132922.3	0	0	0	5
NM_132923.3	0	0	4	5
NM_132926.2	0	0	2	0
NM_167538.2	0	2	2	4
NM_167539.2	32	66	12	20
NM_167541.3	0	0	2	0
NM_078655.4	10	24	112	144
NM_132933.3	6	14	78	130
NM_001316633.1	0	0	0	1
NM_206767.3	5	11	23	23
NM_132938.4	47	71	321	275
NM_206769.3	2	8	38	63
NM_132940.4	2	4	43	40
NR_073657.1	0	0	1	0
NM_001272699.1	0	0	0	2
NM_001258793.3	2	0	18	24
NM_132944.3	0	0	0	6
NM_001272700.2	4	1	26	24
NM_001169308.3	10	20	132	115
NM_132945.3	4	24	56	69
NM_132946.3	19	28	121	124
NM_206770.2	0	0	2	1
NM_132949.2	0	0	0	1
NM_167552.2	43	52	167	146
NM_132951.3	36	11	100	111
NM_001298425.1	0	0	0	1
NM_001298426.1	0	0	2	2
NM_132953.3	2	16	56	28
NM_132955.4	0	1	14	7
NM_132954.2	0	0	0	2
NM_001298427.1	22	24	169	180
NM_001258796.2	4	0	10	7
NM_001272707.1	0	1	6	1
NM_001272706.2	0	0	0	1
NM_132962.2	0	0	2	0
NM_132963.2	125	78	263	242
NM_132967.3	2	11	39	32
NM_001201726.1	0	0	1	0
NM_001201725.2	0	0	3	3
NM_001316634.1	1	0	5	4
NM_001298430.1	3	5	15	18
NM_001144743.2	0	3	10	3
NM_001298432.1	0	0	3	4
NR_003736.1	0	0	2	3
NR_003737.1	1	0	2	0
NR_003738.1	0	0	5	2
NR_003739.1	3	0	1	5
NR_002467.2	2	0	3	0
NR_003741.1	0	0	1	1
NR_003742.1	0	0	0	1
NR_003745.1	0	0	1	0
NR_003746.1	0	0	2	0
NM_001298434.1	3	2	22	15
NM_167558.2	4	5	14	14
NM_167559.3	6	6	14	8
NM_001298438.1	9	14	28	15
NM_001298440.1	0	3	1	13
NM_132981.3	18	26	208	189
NM_167565.2	0	0	2	4
NM_167564.2	0	0	2	1
NM_176748.2	0	0	1	1
NM_176749.2	0	2	4	5
NM_132987.2	0	2	0	3
NM_001272715.2	3	4	43	28
NM_001169309.2	0	0	2	2
NM_001272714.2	0	0	0	4
NR_123933.1	0	0	1	0
NR_073661.1	0	0	2	5
NM_001272720.1	0	0	0	1
NM_001298447.1	0	0	1	1
NM_001272725.2	2	0	0	3
NM_132997.3	15	9	241	248
NM_001144745.2	8	2	36	53
NM_132998.2	6	10	94	88
NM_133002.2	14	26	275	259
NM_001272727.1	0	0	1	0
NM_133004.2	32	58	436	430
NM_001272732.1	0	0	0	2
NM_133005.2	2	2	6	6
NM_001298452.1	0	0	9	11
NM_001298455.1	0	0	6	10
NM_133010.5	9	4	78	64
NM_133011.3	0	2	52	60
NR_123934.1	0	0	9	6
NM_001298462.1	1	3	55	58
NM_078667.4	10	20	111	121
NM_133017.4	2	2	42	44
NM_001201735.2	0	0	6	2
NM_167579.2	0	0	1	1
NM_133019.4	0	0	1	2
NM_133020.4	4	8	38	40
NM_167580.2	2	2	10	8
NM_001201738.1	0	2	0	0
NR_073662.1	0	1	3	4
NM_001201736.2	1	1	2	3
NM_133023.4	12	20	155	146
NM_170658.3	0	0	1	3
NM_133027.2	0	0	6	13
NM_133029.4	10	26	36	26
NM_001298467.1	2	4	11	20
NM_133033.2	0	2	2	0
NM_133034.6	28	54	100	112
NM_078670.3	0	1	36	33
NM_001298469.1	6	5	51	43
NM_001298470.1	0	0	1	3
NM_001258799.1	0	1	4	4
